1.325605273246765137e+00,-7.132515907287597656e-01,-4.654138565063476562e+00,-1.174724102020263672e+01
1.921689987182617188e+00,3.037892103195190430e+00,9.125957489013671875e-01,-1.104573130607604980e+00
-1.969531774520874023e+00,7.524746656417846680e-01,-2.271143198013305664e+00,-5.362583637237548828e+00
-1.968866944313049316e+00,3.717589616775512695e+00,-1.129644393920898438e+00,-7.662939071655273438e+00
-7.092572450637817383e-01,1.613713145256042480e+00,2.311174631118774414e+00,-6.689995527267456055e-01
-1.472029209136962891e+00,1.454198658466339111e-01,-1.610396504402160645e-01,-1.689760684967041016e+00
-1.799268126487731934e+00,-1.685668587684631348e+00,7.548697948455810547e+00,3.448516607284545898e+00
6.013898372650146484e+00,4.711668968200683594e+00,5.418165683746337891e+00,3.796288490295410156e+00
9.270136952400207520e-01,-5.789047479629516602e-01,2.191509485244750977e+00,-4.600612163543701172e+00
-3.728478908538818359e+00,3.077299296855926514e-01,-6.690356731414794922e-01,-4.216562271118164062e+00
5.650230407714843750e+00,-2.358745485544204712e-01,4.675017833709716797e+00,3.796665191650390625e+00
8.739317059516906738e-01,-5.338214397430419922e+00,-1.110868692398071289e+00,-1.056729555130004883e+00
-2.910790205001831055e+00,2.520232915878295898e+00,-1.468465685844421387e+00,2.779909372329711914e+00
2.720743417739868164e+00,-1.422690272331237793e+00,3.937328577041625977e+00,2.434226989746093750e+00
2.151125669479370117e-01,7.330865263938903809e-01,-5.403312444686889648e-01,-2.906317234039306641e+00
-9.170150756835937500e-01,-1.546563625335693359e+00,-2.832785844802856445e+00,-6.887227058410644531e+00
2.646391153335571289e+00,2.607212543487548828e+00,2.672960519790649414e+00,1.447361707687377930e-01
-2.195977449417114258e+00,8.424504995346069336e-01,-4.603739261627197266e+00,-1.026047468185424805e+00
-2.810837984085083008e+00,7.007625699043273926e-01,-8.002068519592285156e+00,-1.038329696655273438e+01
2.862107276916503906e+00,-2.021086215972900391e+00,2.422232866287231445e+00,4.036663532257080078e+00
-2.207647800445556641e+00,-3.628120720386505127e-01,-2.682434558868408203e+00,5.184128284454345703e-01
1.667814731597900391e+00,3.460231050848960876e-02,-6.080952644348144531e+00,-9.859066009521484375e+00
-7.949036359786987305e-01,5.116028785705566406e-01,4.502929747104644775e-01,4.191956520080566406e+00
-5.649293065071105957e-01,-3.146605491638183594e+00,-1.929310321807861328e+00,-3.315726280212402344e+00
-1.563410758972167969e+00,6.988802552223205566e-01,-2.295754194259643555e+00,-8.374840736389160156e+00
2.284981727600097656e+00,6.806149482727050781e+00,2.205199003219604492e+00,3.197515964508056641e+00
-7.027166485786437988e-01,3.540597200393676758e+00,1.732640266418457031e-01,-6.806715011596679688e+00
-4.925620555877685547e-02,2.175658047199249268e-01,2.263650894165039062e+00,-2.566823959350585938e-01
4.728071689605712891e+00,1.676959753036499023e+00,2.043129444122314453e+00,2.138887882232666016e+00
-1.714098215103149414e+00,-2.179647207260131836e+00,-1.843852043151855469e+00,6.501767039299011230e-01
-4.914165019989013672e+00,-3.053000688552856445e+00,3.436537265777587891e+00,-3.439155340194702148e+00
6.844575405120849609e+00,-2.164520502090454102e+00,5.557270526885986328e+00,3.519019603729248047e+00
1.137459278106689453e+00,-2.853336811065673828e+00,1.616830825805664062e+00,-3.411161184310913086e+00
-7.115373611450195312e+00,1.792143583297729492e+00,4.025807380676269531e-01,-2.727254152297973633e+00
6.120439052581787109e+00,6.429902315139770508e-01,3.601330995559692383e+00,3.979063987731933594e+00
9.238137602806091309e-01,7.546970844268798828e+00,2.713339924812316895e-01,-2.725047826766967773e+00
-3.271446704864501953e+00,3.386486053466796875e+00,3.879075527191162109e+00,4.677684783935546875e+00
4.895411491394042969e+00,2.331826210021972656e+00,4.041798591613769531e+00,3.823394298553466797e+00
2.745166301727294922e+00,1.265412449836730957e+00,1.557913541793823242e+00,2.538540601730346680e+00
