8.229191750253050941e-08,8.316139155778445868e-08,8.591020669856952452e-08,8.632714698642018902e-08,8.637660453558737572e-08,8.675136736746580368e-08,8.732105825914882047e-08,8.783709284920782068e-08,8.800047446300141019e-08,8.973554932456551114e-08,9.384109200816226348e-08,9.423032187871882570e-08,9.505464965142707001e-08,9.600594796932426789e-08,9.659663513517102729e-08,9.713056714488743637e-08,9.944696710562084263e-08,1.005278129628806028e-07,1.008890073705970281e-07,1.024419231665518737e-07,1.024647249270316252e-07,1.026019735839156510e-07,1.036667236498090006e-07,1.080940257303097951e-07,1.081500883015618086e-07,1.102336809610804380e-07,1.128132662842062928e-07,1.133502925965146346e-07,1.137863367417502047e-07,1.139730803068061959e-07,1.187763988622081435e-07,1.202448101089714783e-07,1.205041626484160133e-07,1.213532851984666650e-07,1.223912751147082645e-07,1.258156063499438204e-07,1.258277535498564248e-07,1.274722039867892676e-07,1.290137422449433302e-07,1.323979406109287993e-07,1.344485187626531797e-07,1.364968780226405443e-07,1.426636857537744163e-07,1.426650737545998027e-07,1.529591306947963858e-07,1.537062317424897628e-07,1.550856194576510916e-07,1.582416962395138960e-07,1.598354824050574052e-07,2.581010383195803115e-07
2.745861950513374498e-08,2.849259875655921742e-08,2.878203177379491766e-08,2.892762854652833876e-08,2.942521921361113870e-08,2.967899107427943700e-08,2.976388589561094929e-08,3.004149081878690134e-08,3.054250769756501304e-08,3.104475432280651148e-08,3.109648774987253324e-08,3.203134456088361955e-08,3.219939870291455009e-08,3.263553624169698645e-08,3.339975217033140549e-08,3.359320821516575961e-08,3.428425784538344027e-08,3.461598322270934210e-08,3.496543787839812012e-08,3.506107937312208378e-08,3.604904945981550790e-08,3.663676371802791661e-08,3.716425275460519054e-08,3.764615362302135733e-08,3.848808890641716510e-08,3.977650177487492104e-08,4.132084439691295526e-08,4.173502254900540720e-08,4.263492796902872451e-08,4.278629017751001129e-08,4.317296184045257627e-08,4.344875043876024156e-08,4.523427829131573611e-08,4.563055850630754995e-08,4.571564409567534548e-08,4.638997757362111097e-08,4.703196105586877584e-08,4.733761420944964138e-08,4.743321621195459096e-08,4.764264538437146257e-08,4.774101012929220130e-08,4.985446861687543551e-08,5.359504383152722991e-08,5.543375942400936529e-08,5.630245653825178797e-08,6.105283795981059496e-08,6.466127163865362030e-08,6.646707260772797344e-08,6.959827939364718537e-08,9.233447428869112628e-08
2.255907342411471098e-08,2.280059282118903149e-08,2.332858025274238764e-08,2.341053040311180666e-08,2.350201781335196563e-08,2.433101068769853362e-08,2.510199070826502066e-08,2.536294078462712412e-08,2.632399720425837586e-08,2.656901872584900923e-08,2.660227678881928534e-08,2.672010716390597543e-08,2.674576027317243643e-08,2.717961737156808147e-08,2.765020568062936945e-08,2.809651230191908064e-08,2.847103501106100146e-08,2.893502859535601601e-08,2.916203456493349222e-08,2.921522934684617212e-08,2.971274197053712021e-08,3.021997215431800738e-08,3.039700654146789544e-08,3.077197354336055197e-08,3.095499256922096265e-08,3.241392754205207893e-08,3.296880072648870213e-08,3.337488981477084577e-08,3.489068204724313931e-08,3.585499312267851496e-08,3.632192087839788270e-08,3.696463002356153993e-08,3.721823841710639885e-08,3.995690593209625535e-08,4.031641183862196682e-08,4.139694897986601063e-08,4.343689319341592636e-08,4.544571356272323486e-08,4.571126617965622769e-08,4.624512683903958532e-08,4.647625839737656861e-08,4.684412206283165164e-08,4.742550648491791049e-08,4.828298116876794666e-08,4.857500831197588537e-08,5.089134624824964703e-08,5.459936147644839366e-08,5.505811214353192168e-08,5.513897427533720474e-08,8.401694273629800591e-08
2.998445269852823003e-08,3.009159788014414971e-08,3.065897208331946899e-08,3.131982184712001072e-08,3.246435942294567667e-08,3.266920034494802394e-08,3.347476407178362479e-08,3.380033120059522389e-08,3.401249948353779473e-08,3.613870003249530782e-08,3.692532324350850104e-08,3.787331159799123270e-08,3.790956437654813271e-08,3.803416426251260418e-08,3.884863675196470467e-08,4.073015502648047459e-08,4.108677331693399992e-08,4.114102569729993775e-08,4.118925645002491365e-08,4.170837819561512561e-08,4.175069889811311441e-08,4.180693147226577366e-08,4.361570349331600482e-08,4.366865113958340316e-08,4.505880735194978115e-08,4.602311598489450262e-08,4.696566335837815132e-08,4.780256590564135877e-08,4.781432583200739828e-08,4.796623809255606830e-08,4.895813887628719385e-08,4.941222719878624048e-08,5.064757546691112111e-08,5.152101678618237202e-08,5.181199069781428079e-08,5.288300108929888665e-08,5.358708676794776693e-08,5.554596071988271433e-08,5.635598265829599995e-08,5.854518958514631777e-08,5.901232125182787058e-08,6.145323094841614875e-08,6.305273236861808073e-08,6.635943580746150872e-08,8.061356826516430374e-08,8.149841868032581260e-08,8.528440975652529232e-08,8.816998064986591999e-08,9.791293109628895763e-08,1.444033559394597432e-07
1.120889152161907987e-06,1.135322804657334927e-06,1.140987279768523877e-06,1.144372163253137842e-06,1.153078443394406349e-06,1.185467340292234439e-06,1.205222929456795100e-06,1.214403823723841924e-06,1.224086787487976835e-06,1.239388495832827175e-06,1.264805007394897984e-06,1.273343968932749704e-06,1.281027550703583984e-06,1.281258107610483421e-06,1.339329571692360332e-06,1.390513318710873136e-06,1.407877107340027578e-06,1.413227835200814297e-06,1.478456567838293267e-06,1.496448930993210524e-06,1.500906421370018506e-06,1.539107586268073646e-06,1.546344606140337419e-06,1.549662329125567339e-06,1.550886963741504587e-06,1.579512627358781174e-06,1.642627637465920998e-06,1.716096790005394723e-06,1.726542222968419082e-06,1.760447958076838404e-06,1.793842159258929314e-06,1.878716091141541256e-06,1.907033833958848845e-06,1.931310919189854758e-06,1.957161657628603280e-06,2.074456432410443085e-06,2.080924332403810695e-06,2.105758767356746830e-06,2.106469310092506930e-06,2.160944291063060518e-06,2.165616024285554886e-06,2.194160742874373682e-06,2.278055376336851623e-06,2.411198920526658185e-06,2.510858166715479456e-06,2.574443556113692466e-06,2.590887049791490426e-06,2.716857238738157321e-06,2.786120148812187836e-06,3.841789180114574265e-06
7.411973723669973424e-07,7.556542911402175378e-07,7.617465982434623584e-07,7.669015715805471700e-07,7.674733617513140871e-07,7.756252955459785881e-07,8.014274825995926221e-07,8.084813885034236591e-07,8.153342960781628790e-07,8.418921606523355194e-07,8.442671628472453449e-07,8.549252012990393723e-07,8.644294275939046202e-07,8.664440045436094806e-07,8.674395211016872054e-07,8.770068973262823420e-07,8.915912985685281456e-07,9.160237226524259313e-07,9.243113563428551060e-07,9.361219248660290759e-07,9.402008878112155799e-07,9.584360007863779174e-07,9.736996275933051948e-07,9.806934215816909273e-07,9.926283830452575785e-07,1.012293192381719109e-06,1.030776033417168946e-06,1.059623599530823412e-06,1.117408656270413303e-06,1.119967514284780918e-06,1.132016635319033071e-06,1.178319406491823429e-06,1.210509896765188387e-06,1.236088181144623377e-06,1.299635435714208143e-06,1.302017821558365540e-06,1.312220135218922223e-06,1.350740582495291164e-06,1.351232473467689488e-06,1.359962922720114875e-06,1.444352946577964758e-06,1.578246894951007562e-06,1.611473633644777692e-06,1.876746774653881289e-06,1.901357418176985448e-06,1.950225517077797122e-06,2.084548867742341827e-06,2.239712088680789748e-06,2.499408346068321407e-06,2.892690403655251430e-06
9.858222398406723832e-08,1.007308167544351844e-07,1.007371324135419854e-07,1.010090002750985150e-07,1.012942135503180854e-07,1.034100128194381769e-07,1.039375135292175374e-07,1.050280133085834730e-07,1.085713392967591036e-07,1.094520985844837871e-07,1.127699825076433600e-07,1.137780685667166809e-07,1.149116428678098600e-07,1.154823941362792512e-07,1.161075982025749909e-07,1.185710518214477842e-07,1.219295583609891817e-07,1.241397953322120884e-07,1.247934260817373903e-07,1.262680122238179941e-07,1.263188828204420186e-07,1.359014802915226028e-07,1.405205726001668101e-07,1.426875138044181313e-07,1.429303267741488473e-07,1.435692183804348990e-07,1.442569967480267118e-07,1.452185596662047934e-07,1.541158297868605640e-07,1.559324161348740851e-07,1.573823922740302911e-07,1.577386996132190583e-07,1.609817630310317327e-07,1.612720517130128428e-07,1.641017988163184782e-07,1.651241674949233235e-07,1.671793597779469512e-07,1.678613948286056362e-07,1.703990413659539733e-07,1.733902053047131631e-07,1.806303302487322071e-07,1.847467686388881650e-07,1.874534163448515756e-07,1.954546348770236258e-07,2.116042566058240588e-07,2.457572122693818316e-07,2.476543187412971535e-07,2.645598975448137935e-07,2.835248636756660046e-07,2.912800425747264050e-07
2.952193844940609324e-08,2.960080580649560034e-08,2.964044831799128588e-08,2.965204282112665624e-08,3.000682596843162742e-08,3.035537832207779729e-08,3.035892648384219683e-08,3.065486486875101946e-08,3.081425070661225618e-08,3.114802971104779772e-08,3.133672876742821245e-08,3.140874593743347987e-08,3.192767505932891936e-08,3.238587805570736222e-08,3.255368452581564043e-08,3.255624614340035805e-08,3.264649262035845823e-08,3.271878512567383268e-08,3.380796087526505289e-08,3.424273420371548582e-08,3.555233329954887722e-08,3.588046837421643431e-08,3.840987028436160244e-08,3.939300063926509665e-08,4.066263059598895779e-08,4.148059784547797335e-08,4.300714806504402077e-08,4.375466922112991597e-08,4.434321265733842665e-08,4.464826819372547106e-08,4.546488202583631733e-08,4.632942618432167592e-08,4.736615899503249238e-08,4.743522108441311502e-08,4.752783611117195051e-08,4.817812371271656957e-08,4.830576982861600754e-08,5.033030747725319998e-08,5.062871011318748060e-08,5.334715125204780861e-08,5.379038214847753352e-08,5.538924230386044201e-08,5.628485588715648191e-08,5.669513836181749866e-08,5.697224247924737028e-08,6.039754474329583900e-08,6.643706296216578266e-08,6.851293754550624726e-08,7.223365372510670568e-08,1.033964540653187214e-07
2.023006288709439104e-06,2.046623649221146479e-06,2.055480933904618723e-06,2.082671329617369338e-06,2.094635647154063918e-06,2.095065013918429031e-06,2.158506163141282741e-06,2.196701416323776357e-06,2.200460784251845325e-06,2.205632199547835626e-06,2.213540284401460667e-06,2.224793078653419798e-06,2.238326374026655685e-06,2.267692821078526322e-06,2.347485747122846078e-06,2.348829809761809884e-06,2.432701535326486919e-06,2.478910232639464084e-06,2.507344788682530634e-06,2.588023221505864058e-06,2.597011302896135021e-06,2.597206389509665314e-06,2.616395931909210049e-06,2.631105303407821339e-06,2.699802422512220801e-06,2.756930399527846021e-06,2.814980433640812407e-06,2.821346640757838031e-06,2.862003213977004634e-06,2.867285502361482941e-06,2.953069213162962114e-06,2.991837220633897232e-06,3.001604568453331012e-06,3.043154833903827239e-06,3.101809568306634901e-06,3.115110075668781064e-06,3.438017188273079228e-06,3.581101054805913009e-06,3.801394996116869152e-06,3.877553126585553400e-06,3.950988912038155831e-06,4.032595938951999415e-06,4.076934317254199414e-06,4.097613782505504787e-06,4.172408239355718251e-06,4.538546818366739899e-06,4.673456714954227209e-06,4.753225709919206565e-06,4.764565005643817130e-06,4.997274629658932099e-06
1.306511829094839931e-07,1.308865667700350450e-07,1.311801950028742276e-07,1.342734456954985944e-07,1.345286057367426629e-07,1.357884773511841559e-07,1.382751412630038039e-07,1.389944704518105418e-07,1.457128888660008670e-07,1.457687398935073879e-07,1.493659027573812637e-07,1.506163987604244021e-07,1.511730071494336307e-07,1.518794050525684725e-07,1.521203962795425468e-07,1.539679293690217883e-07,1.547219111349325822e-07,1.577352127431671243e-07,1.609881188358031068e-07,1.647626627724700092e-07,1.651861290715335990e-07,1.669879274857066775e-07,1.681661624767608891e-07,1.683889199928974840e-07,1.687222127936630904e-07,1.694238107215658424e-07,1.701460109101068092e-07,1.717821416965155941e-07,1.767840943263839500e-07,1.780935807715877672e-07,1.807692603013796025e-07,1.815598202152083622e-07,2.003983290421729180e-07,2.049209134232417846e-07,2.081231897932411812e-07,2.092831824877331719e-07,2.147087450055096269e-07,2.151272961251985698e-07,2.159654061510233596e-07,2.202676654405877343e-07,2.215113852344074985e-07,2.256589700285379359e-07,2.273423452455366196e-07,2.318409730861503704e-07,2.338055828943197412e-07,2.362871735310060621e-07,2.404352805740472832e-07,2.474360816980454855e-07,2.734963331363360339e-07,3.049231835916543787e-07
